Linear_Index,freq_key,freq_label,sex_key,sex_label,age_key,age_label,isced97_key,isced97_label,icha_hc_key,icha_hc_label,unit_key,unit_label,geo_key,geo_label,time_key,time_label,Value,Status_Code,Status_Label
2588,A,Annual,F,Females,Y35-44,From 35 to 44 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),IN,In-patient,PC,Percentage,HU,Hungary,2008,2008,11.4,,
2587,A,Annual,F,Females,Y35-44,From 35 to 44 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),IN,In-patient,PC,Percentage,LV,Latvia,2008,2008,8.1,,
2589,A,Annual,F,Females,Y35-44,From 35 to 44 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),IN,In-patient,PC,Percentage,MT,Malta,2008,2008,6.5,,
2591,A,Annual,F,Females,Y35-44,From 35 to 44 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),IN,In-patient,PC,Percentage,PL,Poland,2008,2008,8.0,,
2592,A,Annual,F,Females,Y35-44,From 35 to 44 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),IN,In-patient,PC,Percentage,RO,Romania,2008,2008,4.0,,
2593,A,Annual,F,Females,Y35-44,From 35 to 44 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),IN,In-patient,PC,Percentage,SI,Slovenia,2008,2008,5.7,,
2594,A,Annual,F,Females,Y35-44,From 35 to 44 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),IN,In-patient,PC,Percentage,SK,Slovakia,2008,2008,8.2,,
2635,A,Annual,F,Females,Y35-44,From 35 to 44 years,ED5_6,First and second stage of tertiary education (levels 5 and 6),DAY,Day patient,PC,Percentage,AT,Austria,2008,2008,7.3,,
2625,A,Annual,F,Females,Y35-44,From 35 to 44 years,ED5_6,First and second stage of tertiary education (levels 5 and 6),DAY,Day patient,PC,Percentage,BE,Belgium,2008,2008,7.8,,
2626,A,Annual,F,Females,Y35-44,From 35 to 44 years,ED5_6,First and second stage of tertiary education (levels 5 and 6),DAY,Day patient,PC,Percentage,BG,Bulgaria,2008,2008,3.0,,
2631,A,Annual,F,Females,Y35-44,From 35 to 44 years,ED5_6,First and second stage of tertiary education (levels 5 and 6),DAY,Day patient,PC,Percentage,CY,Cyprus,2008,2008,4.3,,
2628,A,Annual,F,Females,Y35-44,From 35 to 44 years,ED5_6,First and second stage of tertiary education (levels 5 and 6),DAY,Day patient,PC,Percentage,EL,Greece,2008,2008,7.0,,
2629,A,Annual,F,Females,Y35-44,From 35 to 44 years,ED5_6,First and second stage of tertiary education (levels 5 and 6),DAY,Day patient,PC,Percentage,ES,Spain,2008,2008,6.9,,
2633,A,Annual,F,Females,Y35-44,From 35 to 44 years,ED5_6,First and second stage of tertiary education (levels 5 and 6),DAY,Day patient,PC,Percentage,HU,Hungary,2008,2008,10.5,,
2632,A,Annual,F,Females,Y35-44,From 35 to 44 years,ED5_6,First and second stage of tertiary education (levels 5 and 6),DAY,Day patient,PC,Percentage,LV,Latvia,2008,2008,2.2,,
2634,A,Annual,F,Females,Y35-44,From 35 to 44 years,ED5_6,First and second stage of tertiary education (levels 5 and 6),DAY,Day patient,PC,Percentage,MT,Malta,2008,2008,7.5,u,low reliability
2636,A,Annual,F,Females,Y35-44,From 35 to 44 years,ED5_6,First and second stage of tertiary education (levels 5 and 6),DAY,Day patient,PC,Percentage,PL,Poland,2008,2008,3.1,,
2638,A,Annual,F,Females,Y35-44,From 35 to 44 years,ED5_6,First and second stage of tertiary education (levels 5 and 6),DAY,Day patient,PC,Percentage,SI,Slovenia,2008,2008,3.2,,
2639,A,Annual,F,Females,Y35-44,From 35 to 44 years,ED5_6,First and second stage of tertiary education (levels 5 and 6),DAY,Day patient,PC,Percentage,SK,Slovakia,2008,2008,2.2,,
2620,A,Annual,F,Females,Y35-44,From 35 to 44 years,ED5_6,First and second stage of tertiary education (levels 5 and 6),IN,In-patient,PC,Percentage,AT,Austria,2008,2008,16.1,,
2610,A,Annual,F,Females,Y35-44,From 35 to 44 years,ED5_6,First and second stage of tertiary education (levels 5 and 6),IN,In-patient,PC,Percentage,BE,Belgium,2008,2008,14.4,,
2611,A,Annual,F,Females,Y35-44,From 35 to 44 years,ED5_6,First and second stage of tertiary education (levels 5 and 6),IN,In-patient,PC,Percentage,BG,Bulgaria,2008,2008,3.6,,
2616,A,Annual,F,Females,Y35-44,From 35 to 44 years,ED5_6,First and second stage of tertiary education (levels 5 and 6),IN,In-patient,PC,Percentage,CY,Cyprus,2008,2008,6.2,,
2613,A,Annual,F,Females,Y35-44,From 35 to 44 years,ED5_6,First and second stage of tertiary education (levels 5 and 6),IN,In-patient,PC,Percentage,EL,Greece,2008,2008,5.8,,
2614,A,Annual,F,Females,Y35-44,From 35 to 44 years,ED5_6,First and second stage of tertiary education (levels 5 and 6),IN,In-patient,PC,Percentage,ES,Spain,2008,2008,10.5,,
2615,A,Annual,F,Females,Y35-44,From 35 to 44 years,ED5_6,First and second stage of tertiary education (levels 5 and 6),IN,In-patient,PC,Percentage,FR,France,2008,2008,10.6,,
2618,A,Annual,F,Females,Y35-44,From 35 to 44 years,ED5_6,First and second stage of tertiary education (levels 5 and 6),IN,In-patient,PC,Percentage,HU,Hungary,2008,2008,13.0,,
2617,A,Annual,F,Females,Y35-44,From 35 to 44 years,ED5_6,First and second stage of tertiary education (levels 5 and 6),IN,In-patient,PC,Percentage,LV,Latvia,2008,2008,6.2,,
2619,A,Annual,F,Females,Y35-44,From 35 to 44 years,ED5_6,First and second stage of tertiary education (levels 5 and 6),IN,In-patient,PC,Percentage,MT,Malta,2008,2008,5.0,u,low reliability
2621,A,Annual,F,Females,Y35-44,From 35 to 44 years,ED5_6,First and second stage of tertiary education (levels 5 and 6),IN,In-patient,PC,Percentage,PL,Poland,2008,2008,10.7,,
2622,A,Annual,F,Females,Y35-44,From 35 to 44 years,ED5_6,First and second stage of tertiary education (levels 5 and 6),IN,In-patient,PC,Percentage,RO,Romania,2008,2008,7.2,,
2623,A,Annual,F,Females,Y35-44,From 35 to 44 years,ED5_6,First and second stage of tertiary education (levels 5 and 6),IN,In-patient,PC,Percentage,SI,Slovenia,2008,2008,6.2,,
2624,A,Annual,F,Females,Y35-44,From 35 to 44 years,ED5_6,First and second stage of tertiary education (levels 5 and 6),IN,In-patient,PC,Percentage,SK,Slovakia,2008,2008,9.5,,
2545,A,Annual,F,Females,Y35-44,From 35 to 44 years,TOTAL,All ISCED 1997 levels,DAY,Day patient,PC,Percentage,AT,Austria,2008,2008,6.6,,
2535,A,Annual,F,Females,Y35-44,From 35 to 44 years,TOTAL,All ISCED 1997 levels,DAY,Day patient,PC,Percentage,BE,Belgium,2008,2008,8.9,,
2536,A,Annual,F,Females,Y35-44,From 35 to 44 years,TOTAL,All ISCED 1997 levels,DAY,Day patient,PC,Percentage,BG,Bulgaria,2008,2008,3.6,,
2541,A,Annual,F,Females,Y35-44,From 35 to 44 years,TOTAL,All ISCED 1997 levels,DAY,Day patient,PC,Percentage,CY,Cyprus,2008,2008,6.0,,
2537,A,Annual,F,Females,Y35-44,From 35 to 44 years,TOTAL,All ISCED 1997 levels,DAY,Day patient,PC,Percentage,CZ,Czechia,2008,2008,6.9,,
2538,A,Annual,F,Females,Y35-44,From 35 to 44 years,TOTAL,All ISCED 1997 levels,DAY,Day patient,PC,Percentage,EL,Greece,2008,2008,8.7,,
2539,A,Annual,F,Females,Y35-44,From 35 to 44 years,TOTAL,All ISCED 1997 levels,DAY,Day patient,PC,Percentage,ES,Spain,2008,2008,8.1,,
2543,A,Annual,F,Females,Y35-44,From 35 to 44 years,TOTAL,All ISCED 1997 levels,DAY,Day patient,PC,Percentage,HU,Hungary,2008,2008,9.0,,
2542,A,Annual,F,Females,Y35-44,From 35 to 44 years,TOTAL,All ISCED 1997 levels,DAY,Day patient,PC,Percentage,LV,Latvia,2008,2008,1.2,,
2544,A,Annual,F,Females,Y35-44,From 35 to 44 years,TOTAL,All ISCED 1997 levels,DAY,Day patient,PC,Percentage,MT,Malta,2008,2008,9.9,,
2546,A,Annual,F,Females,Y35-44,From 35 to 44 years,TOTAL,All ISCED 1997 levels,DAY,Day patient,PC,Percentage,PL,Poland,2008,2008,3.4,,
2547,A,Annual,F,Females,Y35-44,From 35 to 44 years,TOTAL,All ISCED 1997 levels,DAY,Day patient,PC,Percentage,RO,Romania,2008,2008,0.6,,
2548,A,Annual,F,Females,Y35-44,From 35 to 44 years,TOTAL,All ISCED 1997 levels,DAY,Day patient,PC,Percentage,SI,Slovenia,2008,2008,3.3,,
2549,A,Annual,F,Females,Y35-44,From 35 to 44 years,TOTAL,All ISCED 1997 levels,DAY,Day patient,PC,Percentage,SK,Slovakia,2008,2008,2.8,,
2530,A,Annual,F,Females,Y35-44,From 35 to 44 years,TOTAL,All ISCED 1997 levels,IN,In-patient,PC,Percentage,AT,Austria,2008,2008,15.0,,
2520,A,Annual,F,Females,Y35-44,From 35 to 44 years,TOTAL,All ISCED 1997 levels,IN,In-patient,PC,Percentage,BE,Belgium,2008,2008,11.3,,
2521,A,Annual,F,Females,Y35-44,From 35 to 44 years,TOTAL,All ISCED 1997 levels,IN,In-patient,PC,Percentage,BG,Bulgaria,2008,2008,5.2,,
2526,A,Annual,F,Females,Y35-44,From 35 to 44 years,TOTAL,All ISCED 1997 levels,IN,In-patient,PC,Percentage,CY,Cyprus,2008,2008,6.7,,
2522,A,Annual,F,Females,Y35-44,From 35 to 44 years,TOTAL,All ISCED 1997 levels,IN,In-patient,PC,Percentage,CZ,Czechia,2008,2008,6.2,,
2523,A,Annual,F,Females,Y35-44,From 35 to 44 years,TOTAL,All ISCED 1997 levels,IN,In-patient,PC,Percentage,EL,Greece,2008,2008,6.4,,
2524,A,Annual,F,Females,Y35-44,From 35 to 44 years,TOTAL,All ISCED 1997 levels,IN,In-patient,PC,Percentage,ES,Spain,2008,2008,8.7,,
2525,A,Annual,F,Females,Y35-44,From 35 to 44 years,TOTAL,All ISCED 1997 levels,IN,In-patient,PC,Percentage,FR,France,2008,2008,12.4,,
2528,A,Annual,F,Females,Y35-44,From 35 to 44 years,TOTAL,All ISCED 1997 levels,IN,In-patient,PC,Percentage,HU,Hungary,2008,2008,12.3,,
2527,A,Annual,F,Females,Y35-44,From 35 to 44 years,TOTAL,All ISCED 1997 levels,IN,In-patient,PC,Percentage,LV,Latvia,2008,2008,7.3,,
2529,A,Annual,F,Females,Y35-44,From 35 to 44 years,TOTAL,All ISCED 1997 levels,IN,In-patient,PC,Percentage,MT,Malta,2008,2008,7.0,,
2531,A,Annual,F,Females,Y35-44,From 35 to 44 years,TOTAL,All ISCED 1997 levels,IN,In-patient,PC,Percentage,PL,Poland,2008,2008,8.5,,
2532,A,Annual,F,Females,Y35-44,From 35 to 44 years,TOTAL,All ISCED 1997 levels,IN,In-patient,PC,Percentage,RO,Romania,2008,2008,4.3,,
2533,A,Annual,F,Females,Y35-44,From 35 to 44 years,TOTAL,All ISCED 1997 levels,IN,In-patient,PC,Percentage,SI,Slovenia,2008,2008,5.5,,
2534,A,Annual,F,Females,Y35-44,From 35 to 44 years,TOTAL,All ISCED 1997 levels,IN,In-patient,PC,Percentage,SK,Slovakia,2008,2008,8.3,,
2695,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",DAY,Day patient,PC,Percentage,AT,Austria,2008,2008,9.6,,
2685,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",DAY,Day patient,PC,Percentage,BE,Belgium,2008,2008,6.5,,
2686,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",DAY,Day patient,PC,Percentage,BG,Bulgaria,2008,2008,1.9,,
2691,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",DAY,Day patient,PC,Percentage,CY,Cyprus,2008,2008,11.9,,
2688,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",DAY,Day patient,PC,Percentage,EL,Greece,2008,2008,12.0,,
2689,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",DAY,Day patient,PC,Percentage,ES,Spain,2008,2008,9.6,,
2693,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",DAY,Day patient,PC,Percentage,HU,Hungary,2008,2008,4.0,,
2692,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",DAY,Day patient,PC,Percentage,LV,Latvia,2008,2008,2.0,,
2694,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",DAY,Day patient,PC,Percentage,MT,Malta,2008,2008,9.3,,
2696,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",DAY,Day patient,PC,Percentage,PL,Poland,2008,2008,4.6,,
2697,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",DAY,Day patient,PC,Percentage,RO,Romania,2008,2008,0.4,,
2698,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",DAY,Day patient,PC,Percentage,SI,Slovenia,2008,2008,9.8,,
2680,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",IN,In-patient,PC,Percentage,AT,Austria,2008,2008,18.0,,
2670,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",IN,In-patient,PC,Percentage,BE,Belgium,2008,2008,14.5,,
2671,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",IN,In-patient,PC,Percentage,BG,Bulgaria,2008,2008,14.3,,
2676,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",IN,In-patient,PC,Percentage,CY,Cyprus,2008,2008,10.2,,
2673,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",IN,In-patient,PC,Percentage,EL,Greece,2008,2008,6.5,,
2674,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",IN,In-patient,PC,Percentage,ES,Spain,2008,2008,7.9,,
2675,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",IN,In-patient,PC,Percentage,FR,France,2008,2008,13.0,,
2678,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",IN,In-patient,PC,Percentage,HU,Hungary,2008,2008,16.7,,
2677,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",IN,In-patient,PC,Percentage,LV,Latvia,2008,2008,23.3,,
2679,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",IN,In-patient,PC,Percentage,MT,Malta,2008,2008,7.6,,
2681,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",IN,In-patient,PC,Percentage,PL,Poland,2008,2008,14.4,,
2682,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",IN,In-patient,PC,Percentage,RO,Romania,2008,2008,10.4,,
2683,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",IN,In-patient,PC,Percentage,SI,Slovenia,2008,2008,12.3,,
2684,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",IN,In-patient,PC,Percentage,SK,Slovakia,2008,2008,16.5,u,low reliability
2725,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),DAY,Day patient,PC,Percentage,AT,Austria,2008,2008,8.2,,
2715,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),DAY,Day patient,PC,Percentage,BE,Belgium,2008,2008,5.1,,
2716,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),DAY,Day patient,PC,Percentage,BG,Bulgaria,2008,2008,3.3,,
2721,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),DAY,Day patient,PC,Percentage,CY,Cyprus,2008,2008,7.9,,
2717,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),DAY,Day patient,PC,Percentage,CZ,Czechia,2008,2008,3.9,,
2718,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),DAY,Day patient,PC,Percentage,EL,Greece,2008,2008,15.3,,
2719,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),DAY,Day patient,PC,Percentage,ES,Spain,2008,2008,7.6,,
2723,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),DAY,Day patient,PC,Percentage,HU,Hungary,2008,2008,8.4,,
2722,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),DAY,Day patient,PC,Percentage,LV,Latvia,2008,2008,1.3,,
2724,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),DAY,Day patient,PC,Percentage,MT,Malta,2008,2008,13.1,,
2726,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),DAY,Day patient,PC,Percentage,PL,Poland,2008,2008,3.2,,
2727,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),DAY,Day patient,PC,Percentage,RO,Romania,2008,2008,1.3,,
2728,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),DAY,Day patient,PC,Percentage,SI,Slovenia,2008,2008,7.5,,
2729,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),DAY,Day patient,PC,Percentage,SK,Slovakia,2008,2008,1.4,,
2710,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),IN,In-patient,PC,Percentage,AT,Austria,2008,2008,17.2,,
2700,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),IN,In-patient,PC,Percentage,BE,Belgium,2008,2008,11.1,,
2701,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),IN,In-patient,PC,Percentage,BG,Bulgaria,2008,2008,6.8,,
2706,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),IN,In-patient,PC,Percentage,CY,Cyprus,2008,2008,7.0,,
2702,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),IN,In-patient,PC,Percentage,CZ,Czechia,2008,2008,11.9,,
2703,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),IN,In-patient,PC,Percentage,EL,Greece,2008,2008,10.0,,
2704,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),IN,In-patient,PC,Percentage,ES,Spain,2008,2008,4.7,,
2705,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),IN,In-patient,PC,Percentage,FR,France,2008,2008,9.9,,
2708,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),IN,In-patient,PC,Percentage,HU,Hungary,2008,2008,12.0,,
2707,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),IN,In-patient,PC,Percentage,LV,Latvia,2008,2008,15.2,,
2709,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),IN,In-patient,PC,Percentage,MT,Malta,2008,2008,7.9,,
2711,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),IN,In-patient,PC,Percentage,PL,Poland,2008,2008,11.0,,
2712,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),IN,In-patient,PC,Percentage,RO,Romania,2008,2008,8.7,,
2713,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),IN,In-patient,PC,Percentage,SI,Slovenia,2008,2008,12.1,,
2714,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),IN,In-patient,PC,Percentage,SK,Slovakia,2008,2008,8.1,,
2755,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED5_6,First and second stage of tertiary education (levels 5 and 6),DAY,Day patient,PC,Percentage,AT,Austria,2008,2008,7.4,,
2745,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED5_6,First and second stage of tertiary education (levels 5 and 6),DAY,Day patient,PC,Percentage,BE,Belgium,2008,2008,11.6,,
2746,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED5_6,First and second stage of tertiary education (levels 5 and 6),DAY,Day patient,PC,Percentage,BG,Bulgaria,2008,2008,1.6,,
2751,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED5_6,First and second stage of tertiary education (levels 5 and 6),DAY,Day patient,PC,Percentage,CY,Cyprus,2008,2008,8.1,,
2748,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED5_6,First and second stage of tertiary education (levels 5 and 6),DAY,Day patient,PC,Percentage,EL,Greece,2008,2008,7.8,,
2749,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED5_6,First and second stage of tertiary education (levels 5 and 6),DAY,Day patient,PC,Percentage,ES,Spain,2008,2008,8.2,,
2753,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED5_6,First and second stage of tertiary education (levels 5 and 6),DAY,Day patient,PC,Percentage,HU,Hungary,2008,2008,4.5,,
2752,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED5_6,First and second stage of tertiary education (levels 5 and 6),DAY,Day patient,PC,Percentage,LV,Latvia,2008,2008,0.7,,
2754,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED5_6,First and second stage of tertiary education (levels 5 and 6),DAY,Day patient,PC,Percentage,MT,Malta,2008,2008,24.1,u,low reliability
2756,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED5_6,First and second stage of tertiary education (levels 5 and 6),DAY,Day patient,PC,Percentage,PL,Poland,2008,2008,5.0,,
2757,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED5_6,First and second stage of tertiary education (levels 5 and 6),DAY,Day patient,PC,Percentage,RO,Romania,2008,2008,0.6,,
2758,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED5_6,First and second stage of tertiary education (levels 5 and 6),DAY,Day patient,PC,Percentage,SI,Slovenia,2008,2008,5.1,u,low reliability
2759,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED5_6,First and second stage of tertiary education (levels 5 and 6),DAY,Day patient,PC,Percentage,SK,Slovakia,2008,2008,1.5,,
2740,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED5_6,First and second stage of tertiary education (levels 5 and 6),IN,In-patient,PC,Percentage,AT,Austria,2008,2008,11.1,,
2730,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED5_6,First and second stage of tertiary education (levels 5 and 6),IN,In-patient,PC,Percentage,BE,Belgium,2008,2008,11.1,,
2731,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED5_6,First and second stage of tertiary education (levels 5 and 6),IN,In-patient,PC,Percentage,BG,Bulgaria,2008,2008,6.1,,
2736,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED5_6,First and second stage of tertiary education (levels 5 and 6),IN,In-patient,PC,Percentage,CY,Cyprus,2008,2008,12.8,,
2733,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED5_6,First and second stage of tertiary education (levels 5 and 6),IN,In-patient,PC,Percentage,EL,Greece,2008,2008,7.9,,
2734,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED5_6,First and second stage of tertiary education (levels 5 and 6),IN,In-patient,PC,Percentage,ES,Spain,2008,2008,5.0,,
2735,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED5_6,First and second stage of tertiary education (levels 5 and 6),IN,In-patient,PC,Percentage,FR,France,2008,2008,6.0,,
2738,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED5_6,First and second stage of tertiary education (levels 5 and 6),IN,In-patient,PC,Percentage,HU,Hungary,2008,2008,12.3,,
2737,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED5_6,First and second stage of tertiary education (levels 5 and 6),IN,In-patient,PC,Percentage,LV,Latvia,2008,2008,10.3,,
2739,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED5_6,First and second stage of tertiary education (levels 5 and 6),IN,In-patient,PC,Percentage,MT,Malta,2008,2008,6.9,u,low reliability
2741,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED5_6,First and second stage of tertiary education (levels 5 and 6),IN,In-patient,PC,Percentage,PL,Poland,2008,2008,7.6,,
2742,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED5_6,First and second stage of tertiary education (levels 5 and 6),IN,In-patient,PC,Percentage,RO,Romania,2008,2008,3.4,,
2744,A,Annual,F,Females,Y45-54,From 45 to 54 years,ED5_6,First and second stage of tertiary education (levels 5 and 6),IN,In-patient,PC,Percentage,SK,Slovakia,2008,2008,4.1,,
2665,A,Annual,F,Females,Y45-54,From 45 to 54 years,TOTAL,All ISCED 1997 levels,DAY,Day patient,PC,Percentage,AT,Austria,2008,2008,8.4,,
2655,A,Annual,F,Females,Y45-54,From 45 to 54 years,TOTAL,All ISCED 1997 levels,DAY,Day patient,PC,Percentage,BE,Belgium,2008,2008,7.5,,
2656,A,Annual,F,Females,Y45-54,From 45 to 54 years,TOTAL,All ISCED 1997 levels,DAY,Day patient,PC,Percentage,BG,Bulgaria,2008,2008,2.6,,
2661,A,Annual,F,Females,Y45-54,From 45 to 54 years,TOTAL,All ISCED 1997 levels,DAY,Day patient,PC,Percentage,CY,Cyprus,2008,2008,9.3,,
