Linear_Index,freq_key,freq_label,age_key,age_label,sex_key,sex_label,icd10_key,icd10_label,isced97_key,isced97_label,geo_key,geo_label,time_key,time_label,Value,Status_Code,Status_Label
455,A,Annual,TOTAL,Total,M,Males,I10-I15,Hypertensive diseases,TOTAL,All ISCED 1997 levels,LV,Latvia,2008,2008,10.9,,
457,A,Annual,TOTAL,Total,M,Males,I10-I15,Hypertensive diseases,TOTAL,All ISCED 1997 levels,MT,Malta,2008,2008,16.1,,
459,A,Annual,TOTAL,Total,M,Males,I10-I15,Hypertensive diseases,TOTAL,All ISCED 1997 levels,PL,Poland,2008,2008,17.9,,
460,A,Annual,TOTAL,Total,M,Males,I10-I15,Hypertensive diseases,TOTAL,All ISCED 1997 levels,RO,Romania,2008,2008,10,,
461,A,Annual,TOTAL,Total,M,Males,I10-I15,Hypertensive diseases,TOTAL,All ISCED 1997 levels,SI,Slovenia,2008,2008,18.4,,
462,A,Annual,TOTAL,Total,M,Males,I10-I15,Hypertensive diseases,TOTAL,All ISCED 1997 levels,SK,Slovakia,2008,2008,18.8,,
463,A,Annual,TOTAL,Total,M,Males,I10-I15,Hypertensive diseases,TOTAL,All ISCED 1997 levels,TR,Türkiye,2008,2008,4.7,,
538,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",AT,Austria,2008,2008,3.6,,
528,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",BE,Belgium,2008,2008,5.2,,
529,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",BG,Bulgaria,2008,2008,3,,
534,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",CY,Cyprus,2008,2008,1.5,,
530,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",CZ,Czechia,2008,2008,0.9,,
532,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",EL,Greece,2008,2008,3.5,,
533,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",ES,Spain,2008,2008,3.3,,
536,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",HU,Hungary,2008,2008,4.1,,
535,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",LV,Latvia,2008,2008,1.8,,
537,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",MT,Malta,2008,2008,0.2,,
539,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",PL,Poland,2008,2008,3.4,,
540,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",RO,Romania,2008,2008,2.8,,
541,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",SI,Slovenia,2008,2008,2.4,,
542,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",SK,Slovakia,2008,2008,2.7,,
543,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",TR,Türkiye,2008,2008,2.8,,
554,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2008,2008,1.5,,
544,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2008,2008,2.4,,
545,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BG,Bulgaria,2008,2008,1.5,,
550,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CY,Cyprus,2008,2008,0.4,,
546,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CZ,Czechia,2008,2008,1.8,,
548,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),EL,Greece,2008,2008,0.7,,
549,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),ES,Spain,2008,2008,1,,
552,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),HU,Hungary,2008,2008,1.4,,
551,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),LV,Latvia,2008,2008,1.1,,
553,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),MT,Malta,2008,2008,0.6,,
555,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),PL,Poland,2008,2008,2,,
556,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),RO,Romania,2008,2008,1.7,,
557,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SI,Slovenia,2008,2008,2.0,,
558,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SK,Slovakia,2008,2008,1.4,,
559,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),TR,Türkiye,2008,2008,1.3,,
570,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED5_6,First and second stage of tertiary education (levels 5 and 6),AT,Austria,2008,2008,1.8,,
560,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED5_6,First and second stage of tertiary education (levels 5 and 6),BE,Belgium,2008,2008,1.1,,
561,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED5_6,First and second stage of tertiary education (levels 5 and 6),BG,Bulgaria,2008,2008,3,,
566,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED5_6,First and second stage of tertiary education (levels 5 and 6),CY,Cyprus,2008,2008,0.4,,
564,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED5_6,First and second stage of tertiary education (levels 5 and 6),EL,Greece,2008,2008,1.2,,
565,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED5_6,First and second stage of tertiary education (levels 5 and 6),ES,Spain,2008,2008,1.5,,
568,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED5_6,First and second stage of tertiary education (levels 5 and 6),HU,Hungary,2008,2008,0.5,,
567,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED5_6,First and second stage of tertiary education (levels 5 and 6),LV,Latvia,2008,2008,2.4,,
571,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED5_6,First and second stage of tertiary education (levels 5 and 6),PL,Poland,2008,2008,1.4,,
572,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED5_6,First and second stage of tertiary education (levels 5 and 6),RO,Romania,2008,2008,0.5,,
574,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED5_6,First and second stage of tertiary education (levels 5 and 6),SK,Slovakia,2008,2008,1.6,,
575,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED5_6,First and second stage of tertiary education (levels 5 and 6),TR,Türkiye,2008,2008,1.1,,
522,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",TOTAL,All ISCED 1997 levels,AT,Austria,2008,2008,1.9,,
512,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",TOTAL,All ISCED 1997 levels,BE,Belgium,2008,2008,2.9,,
513,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",TOTAL,All ISCED 1997 levels,BG,Bulgaria,2008,2008,2.2,,
518,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",TOTAL,All ISCED 1997 levels,CY,Cyprus,2008,2008,0.8,,
514,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",TOTAL,All ISCED 1997 levels,CZ,Czechia,2008,2008,1.4,,
515,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",TOTAL,All ISCED 1997 levels,DE,Germany,2008,2008,4.5,,
516,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",TOTAL,All ISCED 1997 levels,EL,Greece,2008,2008,1.9,,
517,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",TOTAL,All ISCED 1997 levels,ES,Spain,2008,2008,2.3,,
520,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",TOTAL,All ISCED 1997 levels,HU,Hungary,2008,2008,1.8,,
519,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",TOTAL,All ISCED 1997 levels,LV,Latvia,2008,2008,1.5,,
521,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",TOTAL,All ISCED 1997 levels,MT,Malta,2008,2008,0.4,,
523,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",TOTAL,All ISCED 1997 levels,PL,Poland,2008,2008,2.2,,
524,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",TOTAL,All ISCED 1997 levels,RO,Romania,2008,2008,1.9,,
525,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",TOTAL,All ISCED 1997 levels,SI,Slovenia,2008,2008,1.8,,
526,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",TOTAL,All ISCED 1997 levels,SK,Slovakia,2008,2008,1.6,,
527,A,Annual,TOTAL,Total,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",TOTAL,All ISCED 1997 levels,TR,Türkiye,2008,2008,2.3,,
602,A,Annual,TOTAL,Total,M,Males,J45,Asthma,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",AT,Austria,2008,2008,4.1,,
592,A,Annual,TOTAL,Total,M,Males,J45,Asthma,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",BE,Belgium,2008,2008,3.1,,
593,A,Annual,TOTAL,Total,M,Males,J45,Asthma,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",BG,Bulgaria,2008,2008,1.9,,
598,A,Annual,TOTAL,Total,M,Males,J45,Asthma,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",CY,Cyprus,2008,2008,2.9,,
594,A,Annual,TOTAL,Total,M,Males,J45,Asthma,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",CZ,Czechia,2008,2008,2.2,,
596,A,Annual,TOTAL,Total,M,Males,J45,Asthma,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",EL,Greece,2008,2008,2.7,,
597,A,Annual,TOTAL,Total,M,Males,J45,Asthma,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",ES,Spain,2008,2008,2.5,,
600,A,Annual,TOTAL,Total,M,Males,J45,Asthma,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",HU,Hungary,2008,2008,4.5,,
599,A,Annual,TOTAL,Total,M,Males,J45,Asthma,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",LV,Latvia,2008,2008,2,,
601,A,Annual,TOTAL,Total,M,Males,J45,Asthma,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",MT,Malta,2008,2008,3.2,,
603,A,Annual,TOTAL,Total,M,Males,J45,Asthma,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",PL,Poland,2008,2008,4.7,,
604,A,Annual,TOTAL,Total,M,Males,J45,Asthma,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",RO,Romania,2008,2008,2.8,,
605,A,Annual,TOTAL,Total,M,Males,J45,Asthma,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",SI,Slovenia,2008,2008,5.4,,
606,A,Annual,TOTAL,Total,M,Males,J45,Asthma,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",SK,Slovakia,2008,2008,1.7,,
607,A,Annual,TOTAL,Total,M,Males,J45,Asthma,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",TR,Türkiye,2008,2008,1.3,,
618,A,Annual,TOTAL,Total,M,Males,J45,Asthma,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2008,2008,1.8,,
608,A,Annual,TOTAL,Total,M,Males,J45,Asthma,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2008,2008,2.6,,
609,A,Annual,TOTAL,Total,M,Males,J45,Asthma,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BG,Bulgaria,2008,2008,1.1,,
614,A,Annual,TOTAL,Total,M,Males,J45,Asthma,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CY,Cyprus,2008,2008,1.3,,
610,A,Annual,TOTAL,Total,M,Males,J45,Asthma,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CZ,Czechia,2008,2008,2.6,,
612,A,Annual,TOTAL,Total,M,Males,J45,Asthma,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),EL,Greece,2008,2008,1.9,,
613,A,Annual,TOTAL,Total,M,Males,J45,Asthma,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),ES,Spain,2008,2008,1.9,,
616,A,Annual,TOTAL,Total,M,Males,J45,Asthma,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),HU,Hungary,2008,2008,2.5,,
615,A,Annual,TOTAL,Total,M,Males,J45,Asthma,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),LV,Latvia,2008,2008,1.3,,
617,A,Annual,TOTAL,Total,M,Males,J45,Asthma,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),MT,Malta,2008,2008,2.2,,
619,A,Annual,TOTAL,Total,M,Males,J45,Asthma,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),PL,Poland,2008,2008,2.2,,
620,A,Annual,TOTAL,Total,M,Males,J45,Asthma,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),RO,Romania,2008,2008,1,,
621,A,Annual,TOTAL,Total,M,Males,J45,Asthma,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SI,Slovenia,2008,2008,2.0,,
622,A,Annual,TOTAL,Total,M,Males,J45,Asthma,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SK,Slovakia,2008,2008,1.1,,
623,A,Annual,TOTAL,Total,M,Males,J45,Asthma,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),TR,Türkiye,2008,2008,0.7,,
634,A,Annual,TOTAL,Total,M,Males,J45,Asthma,ED5_6,First and second stage of tertiary education (levels 5 and 6),AT,Austria,2008,2008,1.9,,
624,A,Annual,TOTAL,Total,M,Males,J45,Asthma,ED5_6,First and second stage of tertiary education (levels 5 and 6),BE,Belgium,2008,2008,1.7,,
625,A,Annual,TOTAL,Total,M,Males,J45,Asthma,ED5_6,First and second stage of tertiary education (levels 5 and 6),BG,Bulgaria,2008,2008,0.9,,
630,A,Annual,TOTAL,Total,M,Males,J45,Asthma,ED5_6,First and second stage of tertiary education (levels 5 and 6),CY,Cyprus,2008,2008,0.9,,
628,A,Annual,TOTAL,Total,M,Males,J45,Asthma,ED5_6,First and second stage of tertiary education (levels 5 and 6),EL,Greece,2008,2008,1,,
629,A,Annual,TOTAL,Total,M,Males,J45,Asthma,ED5_6,First and second stage of tertiary education (levels 5 and 6),ES,Spain,2008,2008,1.9,,
632,A,Annual,TOTAL,Total,M,Males,J45,Asthma,ED5_6,First and second stage of tertiary education (levels 5 and 6),HU,Hungary,2008,2008,1.5,,
631,A,Annual,TOTAL,Total,M,Males,J45,Asthma,ED5_6,First and second stage of tertiary education (levels 5 and 6),LV,Latvia,2008,2008,1.1,,
633,A,Annual,TOTAL,Total,M,Males,J45,Asthma,ED5_6,First and second stage of tertiary education (levels 5 and 6),MT,Malta,2008,2008,0.8,,
635,A,Annual,TOTAL,Total,M,Males,J45,Asthma,ED5_6,First and second stage of tertiary education (levels 5 and 6),PL,Poland,2008,2008,1.2,,
636,A,Annual,TOTAL,Total,M,Males,J45,Asthma,ED5_6,First and second stage of tertiary education (levels 5 and 6),RO,Romania,2008,2008,0.5,,
637,A,Annual,TOTAL,Total,M,Males,J45,Asthma,ED5_6,First and second stage of tertiary education (levels 5 and 6),SI,Slovenia,2008,2008,2.0,,
638,A,Annual,TOTAL,Total,M,Males,J45,Asthma,ED5_6,First and second stage of tertiary education (levels 5 and 6),SK,Slovakia,2008,2008,0.7,,
639,A,Annual,TOTAL,Total,M,Males,J45,Asthma,ED5_6,First and second stage of tertiary education (levels 5 and 6),TR,Türkiye,2008,2008,0.4,,
586,A,Annual,TOTAL,Total,M,Males,J45,Asthma,TOTAL,All ISCED 1997 levels,AT,Austria,2008,2008,2.3,,
576,A,Annual,TOTAL,Total,M,Males,J45,Asthma,TOTAL,All ISCED 1997 levels,BE,Belgium,2008,2008,2.6,,
577,A,Annual,TOTAL,Total,M,Males,J45,Asthma,TOTAL,All ISCED 1997 levels,BG,Bulgaria,2008,2008,1.3,,
582,A,Annual,TOTAL,Total,M,Males,J45,Asthma,TOTAL,All ISCED 1997 levels,CY,Cyprus,2008,2008,1.8,,
578,A,Annual,TOTAL,Total,M,Males,J45,Asthma,TOTAL,All ISCED 1997 levels,CZ,Czechia,2008,2008,2.2,,
579,A,Annual,TOTAL,Total,M,Males,J45,Asthma,TOTAL,All ISCED 1997 levels,DE,Germany,2008,2008,4.3,,
580,A,Annual,TOTAL,Total,M,Males,J45,Asthma,TOTAL,All ISCED 1997 levels,EL,Greece,2008,2008,2,,
581,A,Annual,TOTAL,Total,M,Males,J45,Asthma,TOTAL,All ISCED 1997 levels,ES,Spain,2008,2008,2.2,,
584,A,Annual,TOTAL,Total,M,Males,J45,Asthma,TOTAL,All ISCED 1997 levels,HU,Hungary,2008,2008,2.7,,
583,A,Annual,TOTAL,Total,M,Males,J45,Asthma,TOTAL,All ISCED 1997 levels,LV,Latvia,2008,2008,1.5,,
585,A,Annual,TOTAL,Total,M,Males,J45,Asthma,TOTAL,All ISCED 1997 levels,MT,Malta,2008,2008,2.3,,
587,A,Annual,TOTAL,Total,M,Males,J45,Asthma,TOTAL,All ISCED 1997 levels,PL,Poland,2008,2008,2.6,,
588,A,Annual,TOTAL,Total,M,Males,J45,Asthma,TOTAL,All ISCED 1997 levels,RO,Romania,2008,2008,1.5,,
589,A,Annual,TOTAL,Total,M,Males,J45,Asthma,TOTAL,All ISCED 1997 levels,SI,Slovenia,2008,2008,2.7,,
590,A,Annual,TOTAL,Total,M,Males,J45,Asthma,TOTAL,All ISCED 1997 levels,SK,Slovakia,2008,2008,1.1,,
591,A,Annual,TOTAL,Total,M,Males,J45,Asthma,TOTAL,All ISCED 1997 levels,TR,Türkiye,2008,2008,1.1,,
26,A,Annual,TOTAL,Total,T,Total,E10-E14,Diabetes mellitus,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",AT,Austria,2008,2008,8.2,,
16,A,Annual,TOTAL,Total,T,Total,E10-E14,Diabetes mellitus,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",BE,Belgium,2008,2008,7.1,,
17,A,Annual,TOTAL,Total,T,Total,E10-E14,Diabetes mellitus,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",BG,Bulgaria,2008,2008,5.4,,
22,A,Annual,TOTAL,Total,T,Total,E10-E14,Diabetes mellitus,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",CY,Cyprus,2008,2008,8.5,,
18,A,Annual,TOTAL,Total,T,Total,E10-E14,Diabetes mellitus,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",CZ,Czechia,2008,2008,6.9,,
20,A,Annual,TOTAL,Total,T,Total,E10-E14,Diabetes mellitus,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",EL,Greece,2008,2008,10.6,,
21,A,Annual,TOTAL,Total,T,Total,E10-E14,Diabetes mellitus,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",ES,Spain,2008,2008,7.7,,
24,A,Annual,TOTAL,Total,T,Total,E10-E14,Diabetes mellitus,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",HU,Hungary,2008,2008,10.2,,
23,A,Annual,TOTAL,Total,T,Total,E10-E14,Diabetes mellitus,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",LV,Latvia,2008,2008,3.7,,
25,A,Annual,TOTAL,Total,T,Total,E10-E14,Diabetes mellitus,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",MT,Malta,2008,2008,12.2,,
27,A,Annual,TOTAL,Total,T,Total,E10-E14,Diabetes mellitus,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",PL,Poland,2008,2008,8.8,,
28,A,Annual,TOTAL,Total,T,Total,E10-E14,Diabetes mellitus,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",RO,Romania,2008,2008,3.8,,
29,A,Annual,TOTAL,Total,T,Total,E10-E14,Diabetes mellitus,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",SI,Slovenia,2008,2008,7.3,,
30,A,Annual,TOTAL,Total,T,Total,E10-E14,Diabetes mellitus,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",SK,Slovakia,2008,2008,10.2,,
31,A,Annual,TOTAL,Total,T,Total,E10-E14,Diabetes mellitus,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",TR,Türkiye,2008,2008,3.4,,
42,A,Annual,TOTAL,Total,T,Total,E10-E14,Diabetes mellitus,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2008,2008,3.6,,
32,A,Annual,TOTAL,Total,T,Total,E10-E14,Diabetes mellitus,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2008,2008,3.8,,
33,A,Annual,TOTAL,Total,T,Total,E10-E14,Diabetes mellitus,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BG,Bulgaria,2008,2008,2.9,,
38,A,Annual,TOTAL,Total,T,Total,E10-E14,Diabetes mellitus,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CY,Cyprus,2008,2008,3.5,,
34,A,Annual,TOTAL,Total,T,Total,E10-E14,Diabetes mellitus,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CZ,Czechia,2008,2008,4.3,,
35,A,Annual,TOTAL,Total,T,Total,E10-E14,Diabetes mellitus,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),DE,Germany,2008,2008,5.8,,
36,A,Annual,TOTAL,Total,T,Total,E10-E14,Diabetes mellitus,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),EL,Greece,2008,2008,2.6,,
37,A,Annual,TOTAL,Total,T,Total,E10-E14,Diabetes mellitus,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),ES,Spain,2008,2008,2.8,,
40,A,Annual,TOTAL,Total,T,Total,E10-E14,Diabetes mellitus,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),HU,Hungary,2008,2008,5.5,,
39,A,Annual,TOTAL,Total,T,Total,E10-E14,Diabetes mellitus,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),LV,Latvia,2008,2008,3.3,,
41,A,Annual,TOTAL,Total,T,Total,E10-E14,Diabetes mellitus,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),MT,Malta,2008,2008,2.6,,
